,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2144,7/26/2020 22:46,2.22E+15,fraud_Berge-Ullrich,home,274.23,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",2/26/1987,6ccb8a168f5daaed7f59ef5d19d368e7,1374878796,32.615613,-97.047394,1
2145,6/21/2020 16:24,4.30E+15,"fraud_Dare, Casper and Bartoletti",kids_pets,81.4,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,5/25/1995,38fda523ebc1c59ac5dc6415e67506e5,1371831841,43.081302,-86.08506,0
2146,6/21/2020 23:47,3.77E+14,"fraud_Goyette, Howell and Collier",shopping_pos,5.52,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,10/27/1974,d4d95b15250adb4695185e6acf3a9760,1371858472,38.015184,-90.215185,0
2147,6/21/2020 20:11,4.49E+15,"fraud_Bins, Balistreri and Beatty",shopping_pos,686.06,Jacqueline,Washington,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,3/31/1986,c0acd075df80209a92f5ede8e1c291da,1371845460,28.533574,-81.306997,0
2148,6/21/2020 19:14,4.24E+18,fraud_Torphy-Kertzmann,health_fitness,75.04,Christopher,Odom,M,81446 Nicole Highway Apt. 874,Richland,NJ,8350,39.485,-74.8776,825,Licensed conveyancer,7/6/1991,b373ea6264fd28f8738854ab87300825,1371842095,39.016548,-74.691066,0
2149,6/21/2020 17:09,2.70E+15,fraud_Rau-Robel,kids_pets,24.98,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",3/9/1988,ba86650cac39b7a352b776eae9bee711,1371834565,35.685462,-81.387657,0
2150,6/21/2020 14:42,4.74E+18,fraud_Crona and Sons,kids_pets,103.54,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",5/23/1953,a73b532566688d52d443b6e511066443,1371825756,44.474407,-74.635236,0
2151,8/17/2020 2:21,2.13E+14,fraud_Cole PLC,grocery_pos,342.38,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),6/3/1984,ac26c9a63e7ef2cd483ca4483a65b21f,1376706106,34.304177,-82.952178,1
2152,6/21/2020 22:17,2.27E+15,fraud_Stark-Koss,home,45.39,Peggy,Berry,F,517 Vasquez Lodge,Vancouver,WA,98665,45.6892,-122.6616,299480,Teaching laboratory technician,1/2/1985,8e4660468f673a358d9a6f7871d52151,1371853043,46.394859,-123.376429,0
2153,6/21/2020 20:37,2.58E+15,"fraud_O'Reilly, Mohr and Purdy",home,141.16,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,8/5/1959,5853e69f72e53337b9d03e546af775a5,1371847042,32.10063,-116.976806,0
2154,6/21/2020 18:18,3.01E+13,fraud_Feil-Morar,health_fitness,49.4,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,10/26/1987,1ddde79d31a893881aa01d3afe3faf46,1371838737,41.115601,-77.788635,0
2155,6/21/2020 18:13,3.53E+15,fraud_Auer LLC,personal_care,133.94,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,7/20/1984,ebd45fdfddb66f2d86c68ada80aa72e4,1371838406,35.497045,-78.760347,0
2156,6/21/2020 13:01,3.52E+15,fraud_Barrows PLC,shopping_pos,1.8,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,11/12/1996,6423f3a9873d7b30151eeada5f6017b8,1371819717,39.718638,-83.508406,0
2157,6/21/2020 19:06,6.30E+11,fraud_Crooks and Sons,personal_care,51.37,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,8/29/1981,e4a2018e475d295ca0e94fb0cc610d8b,1371841604,38.735717,-78.943603,0
2158,6/30/2020 16:42,3.59E+15,fraud_Schaefer Ltd,kids_pets,19.68,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,2/29/1984,438264358e822fe875706f82c0bd0cd9,1372610535,47.859839,-121.232474,1
2159,8/7/2020 17:51,3.75E+14,fraud_Beer-Jast,kids_pets,17.4,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",12/14/1976,5a11ae49aef235d54df952d5ee2d0705,1375897903,46.617234,-97.660782,1
2160,6/21/2020 22:27,6.76E+11,fraud_Lynch-Mohr,travel,1214.23,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,8/21/1985,276194a97184ba51dabfff8fa8af722f,1371853637,39.028042,-121.3438,0
2161,6/21/2020 19:01,3.71E+14,fraud_Kutch-Wilderman,home,157,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,9/14/2003,65976e2cdc1c97f8d741312790490c8b,1371841260,32.110208,-83.008919,0
2162,6/21/2020 21:48,3.01E+13,fraud_Wuckert-Goldner,home,14.65,Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,3/26/1971,f220c616ffff7efa580721c98ecf6d99,1371851322,39.567855,-84.24199,0
2163,6/30/2020 3:21,3.06E+13,fraud_Fisher-Schowalter,shopping_net,1071.12,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,11/14/1973,976629432ffb9bc65367d43fae181ca2,1372562467,35.853558,-81.172494,1
2164,6/21/2020 19:13,4.49E+15,"fraud_Hermiston, Russel and Price",food_dining,56.87,Jonathan,Byrd,M,5554 Mack Meadows,Premier,WV,24878,37.3752,-81.6539,337,Advice worker,10/17/1986,8890c07a67e10dfab1b4fcc43a9cbcd0,1371842003,36.961254,-82.553662,0
2165,6/21/2020 17:57,3.59E+15,fraud_Reilly LLC,home,139.49,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,21efbc15f81d73ddcda554b2682c95f9,1371837433,45.41792,-67.271906,0
2166,6/21/2020 16:15,4.56E+12,fraud_O'Keefe-Wisoky,food_dining,48.39,Christopher,Johnson,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,11/26/1971,2f353a5655cd42d55510f25582872343,1371831327,39.353391,-85.477974,0
2167,6/21/2020 13:15,6.01E+15,fraud_Kub PLC,personal_care,97.73,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,7/31/1975,72acc3171b3d508b453db1b030a4697d,1371820558,40.399461,-104.893892,0
2168,6/21/2020 21:30,4.99E+12,fraud_Bechtelar-Rippin,food_dining,47.42,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,12/13/1960,fe2aa791635b9afa280e3c85959325f6,1371850247,38.809009,-78.911255,0
2169,7/13/2020 22:52,6.76E+11,"fraud_Hyatt, Russel and Gleichner",health_fitness,18.35,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,12/31/1972,a6bd4f7585782a1bca562bc5d8863494,1373755958,38.212745,-93.038614,1
2170,6/21/2020 16:52,4.56E+12,fraud_Reichel LLC,personal_care,14.8,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",8/4/1988,19de427021f1f1c41a6724f9d01bd03c,1371833555,34.456692,-106.602947,0
2171,6/21/2020 14:00,3.77E+14,fraud_Simonis-Prohaska,misc_pos,92.81,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",12/3/1985,560b983be7894b2029bfa2498c2004fd,1371823234,31.424535,-94.913213,0
2172,6/21/2020 18:17,6.30E+11,"fraud_Armstrong, Walter and Gottlieb",food_dining,6.95,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,6/12/1972,f9e6ffed592d1fd1597b9001536de4df,1371838650,46.85167,-86.108014,0
2173,6/21/2020 12:32,2.30E+15,"fraud_Ruecker, Beer and Collier",shopping_net,9.23,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,9/1/1999,6c2b797c1729405a26268c665c4e5c8d,1371817959,41.49385,-74.258146,0
2174,7/30/2020 0:06,1.80E+14,"fraud_Greenholt, Jacobi and Gleason",gas_transport,11.21,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,eae5b35f33b8ba5895a691925baa8b77,1375142773,42.08834,-90.304455,1
2175,6/21/2020 23:21,3.71E+14,"fraud_Dare, Casper and Bartoletti",kids_pets,152.14,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,12/24/1974,f352abaf88418af0c54b67f7e9b5fea7,1371856905,39.803267,-89.666964,0
2176,6/21/2020 13:35,2.30E+15,"fraud_Dare, Casper and Bartoletti",kids_pets,29.76,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,9/1/1999,75b12e7443a9eaf0916082dfac0876e2,1371821713,39.712232,-73.575595,0
2177,8/23/2020 23:28,3.06E+13,"fraud_Quitzon, Green and Bashirian",shopping_pos,881.81,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,2/13/1966,f980af773c4939013f08cde563bc716c,1377300497,39.586679,-91.95981,1
2178,6/21/2020 19:28,4.84E+15,fraud_Connelly-Carter,home,36.34,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,6/28/1999,74b3054d77a2d37d0bc159d1eaff4976,1371842919,41.888572,-91.6744,0
2179,6/21/2020 17:42,5.85E+11,"fraud_Windler, Goodwin and Kovacek",home,2.41,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,8/13/1930,d3428eb1b0308e2c5339c7da286c0a89,1371836561,48.044435,-100.940667,0
2180,6/21/2020 18:56,2.72E+15,"fraud_Boehm, Predovic and Reinger",misc_pos,8.45,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",8/22/1997,6deb1bfad8f072929ebb5b2786c88948,1371840993,43.830733,-70.270472,0
2181,6/21/2020 18:27,3.53E+15,fraud_Schulist Ltd,food_dining,74.91,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",7/13/1975,411da510f14d9428596d49ed600d51d4,1371839263,44.775528,-74.082058,0
2182,8/13/2020 22:34,3.58E+15,fraud_Ziemann-Waters,health_fitness,17.89,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,9/27/1970,1dbe6ee08d8c7082416bdc629730b9ab,1376433276,35.636099,-99.812552,1
2183,6/21/2020 16:40,4.16E+15,fraud_Mayert Group,shopping_pos,9.31,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),10/12/1983,9946ca8d6a8fbbb1c797e02d4ec2d275,1371832838,33.832333,-99.943844,0
2184,7/8/2020 23:47,4.71E+15,"fraud_Kihn, Abernathy and Douglas",shopping_net,1002.25,Wesley,Parker,M,7452 Browning Port,Mc Intosh,SD,57641,45.7084,-101.1546,295,"Designer, industrial/product",1/26/1981,1b35063dced63774c303eb1bf13e6934,1373327268,45.513899,-101.748246,1
2185,8/6/2020 2:27,4.52E+15,fraud_Koelpin and Sons,misc_net,709.07,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,2b87078886a63c9cbae655d39b54ce75,1375756025,27.120883,-81.448566,1
2186,6/21/2020 15:03,3.55E+15,fraud_Waelchi-Wolf,kids_pets,14.63,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",4/30/1962,9bb46379a261a3f231a3bcf31f80d0f9,1371827011,39.878585,-87.710613,0
2187,6/21/2020 21:02,6.51E+15,fraud_Ziemann-Waters,health_fitness,174.45,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,8/24/1946,e9d7ed23610d3b66dfc6e467e24ba107,1371848537,39.075502,-114.655386,0
2188,6/21/2020 20:32,3.46E+14,"fraud_Watsica, Haag and Considine",shopping_pos,6.9,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,3/19/1985,99217e6fbaf87732f082e28926cdd328,1371846765,38.819403,-75.363637,0
2189,6/21/2020 22:08,1.80E+14,fraud_Weber and Sons,food_dining,66.89,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,646a9dc20cd2972146479364641ec486,1371852536,42.100262,-91.379586,0
2190,6/21/2020 22:42,4.26E+12,fraud_Buckridge PLC,misc_pos,144.8,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",8/4/1997,1232363e9e5072aeec6b47754ba05236,1371854532,36.740835,-83.700286,0
2191,6/21/2020 22:43,4.07E+15,fraud_Hoppe-Parisian,kids_pets,14.12,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,11/12/1986,5b1ef3972a5e24bec520c19afdced38e,1371854599,33.602139,-87.890678,0
2192,7/11/2020 22:01,5.02E+11,"fraud_Lehner, Reichert and Mills",misc_pos,8.08,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1/21/1961,496f769356c3c6fbbc96fe538a0598c9,1373580082,31.941283,-90.709249,1
2193,6/21/2020 15:40,3.42E+14,fraud_Friesen Ltd,health_fitness,28.09,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,6/8/1990,5d77ca91d374bc7bbdab6f07cce3d6c0,1371829238,33.411109,-83.09721,0
2194,6/21/2020 13:35,4.51E+15,fraud_Bernier and Sons,kids_pets,37.89,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",7/12/1926,3854649c8495c1557d849a16d313fa86,1371821711,32.494871,-81.523332,0
2195,6/21/2020 22:41,3.57E+15,fraud_Dibbert and Sons,entertainment,163.38,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,4/25/1971,567f50d4c9322e6f699c21bee5dd48d3,1371854470,33.496791,-117.65414,0
2196,6/21/2020 15:31,4.17E+12,fraud_Cummerata-Hilpert,entertainment,11.05,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,9/27/1962,7865406a84b8ae8948ede2687a8baf50,1371828682,43.74394,-76.876276,0
2197,9/10/2020 21:25,3.77E+14,fraud_Mohr-Bayer,shopping_net,1012.71,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",12/3/1985,59a06d221defb8be9a70a7b9f7fa4e57,1378848320,31.075855,-94.539088,1
2198,6/21/2020 14:30,4.70E+15,fraud_Bode-Rempel,kids_pets,71.62,Sharon,Powell,F,101 Carla Loop,Wendel,CA,96136,40.3406,-120.2824,104,"Teacher, adult education",8/16/1989,55acf5b2e8fd39597769e5d2aa8fd998,1371825034,39.747596,-121.0257,0
2199,6/21/2020 14:09,3.53E+15,"fraud_Reinger, Weissnat and Strosin",food_dining,61.03,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",7/13/1975,c521a5118c758ca4fff9038dde18bf54,1371823741,43.839847,-73.339878,0
2200,6/21/2020 19:06,3.06E+13,fraud_Haag-Blanda,food_dining,41.45,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",10/1/1998,46e87a85f251858aa82a61d434e6ae74,1371841564,41.182246,-75.194644,0
2201,7/26/2020 23:33,3.80E+13,fraud_Kutch and Sons,grocery_pos,325.67,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,b29eb4e5c69603dcc71ccbc3b9914c17,1374881620,43.572083,-88.938528,1
2202,6/21/2020 21:05,3.01E+13,fraud_Reichert-Weissnat,travel,3.01,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",1/6/1942,0f68be77a8ceee11d89366df8881c803,1371848713,49.034257,-95.816929,0
2203,8/8/2020 23:50,3.76E+14,fraud_Crona and Sons,kids_pets,18.74,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,fe9a85156e35e083ab59bdc74d97bb68,1376005818,42.010375,-101.381529,1
2204,6/21/2020 13:56,3.81E+13,fraud_Grimes LLC,entertainment,5.21,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,9/11/1995,d658f2721debb2d0e48b4332151236d7,1371823011,29.666873,-94.50768,0
2205,6/21/2020 13:36,4.96E+18,fraud_Eichmann-Kilback,home,106.86,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,12/21/1980,a8d68a00ff86f0e294769e46529bbb8f,1371821813,40.161309,-74.231936,0
2206,6/26/2020 23:38,6.54E+15,fraud_Kerluke-Abshire,shopping_net,1025.61,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,92cb4901841afb9c374df14d36dfac38,1372289890,41.802631,-88.389592,1
2207,7/5/2020 3:50,4.99E+18,fraud_Wilkinson Ltd,entertainment,520.74,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,7/9/1994,877ba4621f103c3264f8b34d82b8c976,1372996228,34.537761,-81.558632,1
2208,6/21/2020 13:32,4.63E+15,fraud_Abshire PLC,entertainment,17.44,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",12/26/1973,93ee6c390ef6df5937dab28ec56ccbec,1371821560,41.407162,-95.817404,0
2209,6/21/2020 16:12,6.54E+15,fraud_Reichel LLC,personal_care,8.88,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,23b2429aecf0d2429a0c355a38ae0276,1371831139,40.648415,-87.849405,0
2210,7/11/2020 3:22,6.01E+15,fraud_Dickinson-Rempel,misc_pos,629.85,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,10/14/1973,7f3194d7306013dc5dd7296c0f52511e,1373512949,41.645054,-73.430254,1
2211,6/30/2020 23:48,5.72E+11,"fraud_Huel, Hammes and Witting",grocery_pos,284.94,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,4/2/1952,c319a3249bd476147cf1bbe36686a0ec,1372636115,39.075545,-85.607381,1
2212,6/21/2020 14:21,2.24E+15,fraud_Welch Inc,misc_net,92.44,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,4/10/1996,e97a7450c20f36dea493d8702f47f8dc,1371824504,39.296217,-85.553437,0
2213,7/9/2020 0:52,5.04E+11,fraud_Hintz-Bruen,grocery_net,7.11,Bruce,Hall,M,77686 Donald Bridge Apt. 711,Grifton,NC,28530,35.3757,-77.4193,7332,Forensic psychologist,6/27/1957,8c24f97d5e17372fcf2fc5ddcf6b1190,1373331131,35.971831,-77.744863,1
2214,6/21/2020 16:14,4.29E+18,fraud_Turcotte-Halvorson,misc_pos,75.92,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",8/16/1995,b16a1ce85f6e81ffc2353f049e906636,1371831297,45.931359,-114.773945,0
2215,7/27/2020 21:20,4.67E+15,fraud_Block-Hauck,travel,5.26,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,7/25/1955,c454f9730fbbe00ce5f2f5376ff29d00,1374960053,40.176601,-85.627122,1
2216,6/21/2020 20:26,3.52E+15,fraud_Jakubowski Group,food_dining,36.04,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,11/20/1970,a0d0df79efcc1703c53548e68bd062f0,1371846386,33.153447,-87.431792,0
2217,6/21/2020 23:24,3.02E+13,"fraud_Boehm, Predovic and Reinger",misc_pos,28.45,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,8/16/1977,cb986bae12320416986e4e1e96971d09,1371857048,40.994684,-73.427976,0
2218,6/21/2020 12:47,4.68E+12,"fraud_Nienow, Ankunding and Collier",misc_pos,2.54,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",3/6/1978,87e1122fde1f3bd876a983771001e1a0,1371818868,36.333062,-86.086992,0
2219,9/5/2020 13:56,4.90E+15,"fraud_Witting, Beer and Ernser",home,257.34,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,10/19/1990,74bf1be8d2ef420c863b8925ece7caf5,1378389395,40.900099,-74.542155,1
2220,6/21/2020 13:15,3.45E+14,fraud_Erdman-Ebert,personal_care,51.05,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",4/3/1960,2ad013f65673cfecae9888a03ea01f34,1371820553,41.642272,-72.961369,0
2221,6/21/2020 16:30,4.16E+15,"fraud_Terry, Johns and Bins",misc_pos,8.72,Dawn,Cox,F,193 Catherine Ways,Hills,MN,56138,43.5335,-96.3645,899,Data scientist,1/15/1995,bf93fe5578a59f29d7b10e1a46187d91,1371832256,42.780045,-97.074595,0
2222,6/30/2020 0:03,3.59E+15,fraud_Schmitt Inc,gas_transport,9.78,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,2/29/1984,82ba6ca203d06e79c6b4acf1bddcc869,1372550636,46.832982,-121.160406,1
2223,6/21/2020 20:48,3.46E+14,fraud_Heaney-Marquardt,entertainment,49.7,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,3/19/1985,316b1cf7b8b60294418340b8f0e2c37d,1371847716,38.401093,-74.845736,0
2224,9/4/2020 7:14,2.71E+15,fraud_Daugherty-Thompson,food_dining,111.17,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",2/22/1977,3958e853408772196be95be108d531a5,1378278887,30.87066,-90.774857,1
2225,6/21/2020 20:59,3.45E+14,fraud_Auer LLC,personal_care,2.31,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,5/19/1984,aafdb9cd7d1ec8294de2594d8843f172,1371848373,34.135379,-90.543477,0
2226,6/21/2020 22:44,2.13E+14,fraud_Hilpert-Conroy,kids_pets,1.53,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1/14/1969,1a99ef92f4d007fc7fbdf5d80ebace8b,1371854658,38.475409,-76.20651,0
2227,6/21/2020 14:44,4.59E+15,fraud_Keeling-Crist,misc_pos,81.78,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",7/5/1997,b34cff705875d919a1f32a7ed069c008,1371825849,32.845422,-80.379484,0
2228,8/7/2020 2:23,3.75E+14,fraud_Torp-Labadie,gas_transport,13.63,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",12/14/1976,5721f7c132c12dfc70d265edffc34dce,1375842237,47.20493,-96.306157,1
2229,7/22/2020 23:31,4.20E+12,"fraud_Towne, Greenholt and Koepp",shopping_net,1078.15,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,096a24104b0705dfad38a1e4219ebca7,1374535875,44.616924,-122.043982,1
2230,6/21/2020 13:29,3.00E+13,fraud_Botsford and Sons,home,76.02,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,9/3/1979,bdd4a68945ee721dbedde8bfe45b64e4,1371821395,32.706896,-90.066216,0
2231,6/21/2020 18:24,3.60E+15,"fraud_McCullough, Hudson and Schuster",food_dining,62.74,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,12/27/1985,ee546d6cb6e277ad05c80e30f8234ab8,1371839047,36.849634,-96.534058,0
2232,6/21/2020 20:42,4.87E+15,fraud_Larkin Ltd,kids_pets,6.79,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,5/28/1982,1f45f891b6670913395b9f031fcf1d6e,1371847364,46.253472,-121.708491,0
2233,6/21/2020 14:27,3.46E+14,"fraud_Streich, Rolfson and Wilderman",kids_pets,31.09,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,10/22/1991,ce0fdccb3a7a01cc87b2a31ab3151509,1371824826,37.412565,-81.242442,0
2234,8/2/2020 0:30,3.58E+15,fraud_Medhurst PLC,shopping_net,934.89,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,11/12/1994,4a3a2c951f97b8cb65a40cc8b0dd4b43,1375403435,47.985204,-97.13412,1
2235,6/22/2020 3:48,3.52E+15,fraud_Skiles-Ankunding,grocery_net,13.25,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,d40a602f3d62fc3849bacd25c413952b,1371872900,27.874482,-80.381534,1
